recorded_date,tail_number,aircraft,date,time,flt_num,dept/dest,altitude,oat,latitude,cg(%mac)_(%),gross_wt_x_1000_(kg),gen_load(%_of_max),lhv,thrust_setting,thrust_setting_dev,thrust_dev_(%),ff_dev_due_to_thrust_setting_(%),book_fn/eng_(kg),book_fn/delta/eng_(kg),fn/delta_eng1_(kg),fn/delta_eng2_(kg),fn/delta_eng3_(kg),fn/delta_eng4_(kg),actual_fn_eng1_(kg),actual_fn_eng2_(kg),actual_fn_eng3_(kg),actual_fn_eng4_(kg),book_ff_eng_1,%ff_dev_eng1_(%),book_ff_eng_2,%ff_dev_eng2_(%),book_ff_eng_3_(%),%ff_dev_eng3_(%),book_ff_eng_4_(%),%ff_dev_eng4_(%),fuel_flow,book_value_of_total_ff,%ff_dev_total_(%),perf_factor,book_fm,fm_dev_(%),mach,cas_(kts),tas_(kts),ground_speed_(kts),dvg/dt,dhp/dt,quality_factor,wt/delta_(kg),sn_eng_1,sn_eng_2,sn_eng_3,sn_eng_4,timestamp,is_year_plausible,perf_factor_isna,fuel_flow_isna
2025-08-17,FHMRO,FHMRO,2025/08/17,01:59:42,CMA576,LFPGVHHH,391,-18,41 N,28.1,198.4,24.0,18620.2,83.890,0.084,0.4,0.2,10798.0,55871.0,56112.,56060.,0.0,0.,10845.,10835.0,0.,0.0,6197.,1.3,6206.0,0.9,0.0,0.0,0.,0.0,12537.0,12403.,1.1,0.03862,0.03911,-1.2,0.829,257,484.,560.,0.01,0.000,0,2253538., , , , ,2025-08-17 01:59:42,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:11:50,CMA576,LFPGVHHH,391,-17,40 N,28.1,197.3,24.0,18624.1,83.990,0.076,0.3,0.1,10796.0,55858.0,56079.,56027.,0.0,0.,10838.,10828.0,0.,0.0,6199.,1.0,6208.0,1.2,0.0,0.0,0.,0.0,12544.0,12407.,1.1,0.03861,0.03909,-1.2,0.828,257,484.,556.,0.015,-0.006,0,2240601., , , , ,2025-08-17 02:11:50,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:19:15,CMA576,LFPGVHHH,391,-17,40 N,28.0,196.6,24.0,18620.4,83.970,0.071,0.3,0.1,10783.0,55789.0,55995.,55943.,0.0,0.,10823.,10813.0,0.,0.0,6193.,1.3,6202.0,1.0,0.0,0.0,0.,0.0,12539.0,12395.,1.2,0.03863,0.03913,-1.3,0.828,257,484.,556.,0.016,0.034,0,2232576., , , , ,2025-08-17 02:19:15,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:25:43,CMA576,LFPGVHHH,391,-16,40 N,28.0,196.0,24.0,18619.1,83.095,0.332,1.3,1.0,10251.0,53036.0,53750.,53721.,0.0,0.,10389.,10383.0,0.,0.0,5995.,1.0,6006.0,0.8,0.0,0.0,0.,0.0,12109.0,12001.,0.9,0.04025,0.04103,-1.9,0.832,258,487.,553.,-0.033,0.007,0,2225852., , , , ,2025-08-17 02:25:43,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:25:46,CMA576,LFPGVHHH,391,-16,40 N,28.0,196.0,24.0,18619.1,83.090,0.324,1.3,1.0,10251.0,53039.0,53746.,53697.,0.0,0.,10388.,10378.0,0.,0.0,5995.,1.2,6004.0,0.7,0.0,0.0,0.,0.0,12113.0,11998.,1.0,0.04024,0.04102,-1.9,0.832,258,487.,553.,-0.033,0.011,0,2225801., , , , ,2025-08-17 02:25:46,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:25:50,CMA576,LFPGVHHH,391,-16,40 N,28.0,196.0,24.0,18619.1,83.090,0.348,1.4,1.1,10241.0,52985.0,53743.,53693.,0.0,0.,10387.,10378.0,0.,0.0,5995.,1.4,6003.0,0.6,0.0,0.0,0.,0.0,12119.0,11998.,1.0,0.04022,0.04106,-2.0,0.832,258,487.,553.,-0.034,0.016,0,2225735., , , , ,2025-08-17 02:25:50,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:26:00,CMA576,LFPGVHHH,391,-16,40 N,28.0,196.0,24.0,18619.1,83.090,0.319,1.3,1.0,10251.0,53041.0,53739.,53690.,0.0,0.,10386.,10377.0,0.,0.0,5994.,1.6,6003.0,0.5,0.0,0.0,0.,0.0,12120.0,11997.,1.0,0.04022,0.04103,-2.0,0.832,258,487.,552.,-0.033,0.014,0,2225674., , , , ,2025-08-17 02:26:00,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:26:04,CMA576,LFPGVHHH,391,-16,40 N,28.0,196.0,24.0,18619.1,83.090,0.32,1.3,1.0,10250.0,53036.0,53736.,53686.,0.0,0.,10385.,10376.0,0.,0.0,5994.,1.5,6003.0,0.5,0.0,0.0,0.,0.0,12118.0,11997.,1.0,0.04023,0.04103,-2.0,0.832,258,487.,552.,-0.033,0.010,0,2225607., , , , ,2025-08-17 02:26:04,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:26:14,CMA576,LFPGVHHH,391,-16,40 N,28.0,196.0,24.0,18619.7,83.090,0.329,1.3,1.0,10245.0,53010.0,53729.,53680.,0.0,0.,10384.,10375.0,0.,0.0,5993.,1.3,6002.0,0.5,0.0,0.0,0.,0.0,12104.0,11995.,0.9,0.04027,0.04105,-1.9,0.832,258,487.,552.,-0.033,-0.012,0,2225442., , , , ,2025-08-17 02:26:14,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:26:18,CMA576,LFPGVHHH,391,-16,40 N,28.0,196.0,24.0,18619.7,83.090,0.332,1.3,1.0,10244.0,53002.0,53726.,53676.,0.0,0.,10384.,10374.0,0.,0.0,5993.,1.2,6002.0,0.5,0.0,0.0,0.,0.0,12098.0,11995.,0.9,0.0403,0.04105,-1.8,0.832,258,487.,552.,-0.033,-0.019,0,2225373., , , , ,2025-08-17 02:26:18,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:26:27,CMA576,LFPGVHHH,391,-16,40 N,28.0,196.0,24.0,18619.7,83.090,0.334,1.3,1.0,10241.0,52986.0,53716.,53666.,0.0,0.,10382.,10372.0,0.,0.0,5992.,1.0,6001.0,0.5,0.0,0.0,0.,0.0,12085.0,11994.,0.8,0.04034,0.04106,-1.8,0.832,258,488.,551.,-0.033,-0.032,0,2225223., , , , ,2025-08-17 02:26:27,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:26:35,CMA576,LFPGVHHH,391,-16,40 N,28.0,195.9,24.0,18620.4,83.090,0.359,1.4,1.1,10229.0,52924.0,53705.,53656.,0.0,0.,10380.,10370.0,0.,0.0,5992.,0.8,6001.0,0.5,0.0,0.0,0.,0.0,12073.0,11992.,0.7,0.04038,0.04111,-1.8,0.832,258,488.,551.,-0.034,-0.034,0,2225090., , , , ,2025-08-17 02:26:35,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,02:57:01,CMA576,LFPGVHHH,391,-16,38 N,27.8,193.1,24.0,18619.1,83.020,0.148,0.6,0.4,10301.0,53300.0,53637.,53588.,0.0,0.,10366.,10357.0,0.,0.0,5974.,0.8,5983.0,0.4,0.0,0.0,0.,0.0,12027.0,11957.,0.6,0.04043,0.04081,-0.9,0.83,258,486.,536.,-0.016,0.001,0,2193298., , , , ,2025-08-17 02:57:01,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,14:37:06,CMA577,VHHHUBBB,321,2,40 N,24.8,282.2,28.0,18609.0,87.080,-0.04,-0.2,-0.4,15268.0,56621.0,56524.,56524.,0.0,0.,15241.,15241.0,0.,0.0,8984.,1.8,8984.0,2.1,0.0,0.0,0.,0.0,18323.0,17968.,2.0,0.02753,0.02796,-1.5,0.833,303,504.,456.,0.002,-0.005,0,2312080., , , , ,2025-08-17 14:37:06,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,16:56:49,CMA577,VHHHUBBB,340,-2,41 N,23.2,263.2,24.0,18613.1,87.170,-0.365,-1.5,-1.6,14572.0,59060.0,58166.,58169.,0.0,0.,14351.,14352.0,0.,0.0,8408.,1.5,8407.0,1.3,0.0,0.0,0.,0.0,17055.0,16816.,1.4,0.02945,0.02938,0.2,0.835,292,502.,422.,0.015,0.011,0,2357288., , , , ,2025-08-17 16:56:49,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,17:00:36,CMA577,VHHHUBBB,340,-1,40 N,23.2,262.8,24.0,18613.1,87.200,0.074,0.3,0.0,14292.0,57928.0,58107.,58110.,0.0,0.,14336.,14337.0,0.,0.0,8401.,1.4,8400.0,1.2,0.0,0.0,0.,0.0,17021.0,16802.,1.3,0.02949,0.02989,-1.3,0.834,291,502.,422.,0.0,-0.010,0,2353032., , , , ,2025-08-17 17:00:36,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,18:13:51,CMA577,VHHHUBBB,340,-2,40 N,22.9,253.4,24.0,18613.1,86.470,-0.11,-0.5,-0.7,13994.0,56719.0,56449.,56452.,0.0,0.,13928.,13929.0,0.,0.0,8181.,1.8,8180.0,1.2,0.0,0.0,0.,0.0,16611.0,16361.,1.5,0.03023,0.03049,-0.8,0.835,292,502.,436.,0.012,0.008,0,2268858., , , , ,2025-08-17 18:13:51,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,23:04:13,CMA577,UBBBLFPG,320,1,42 N,23.4,275.4,27.0,18610.3,86.340,-0.057,-0.2,-0.5,14988.0,55326.0,55209.,55213.,0.0,0.,14957.,14958.0,0.,0.0,8800.,1.7,8799.0,1.1,0.0,0.0,0.,0.0,17850.0,17599.,1.4,0.02817,0.02845,-1.0,0.832,304,503.,440.,0.006,0.002,0,2246534., , , , ,2025-08-17 23:04:13,True,False,False
2025-08-17,FHMRO,FHMRO,2025/08/17,23:31:41,CMA577,UBBBLFPG,320,1,42 N,23.1,271.7,27.0,18609.0,86.060,0.229,0.9,0.5,14646.0,54064.0,54524.,54527.,0.0,0.,14771.,14772.0,0.,0.0,8708.,1.6,8707.0,1.6,0.0,0.0,0.,0.0,17695.0,17415.,1.6,0.02844,0.02905,-2.1,0.832,304,503.,437.,-0.006,0.013,0,2216487., , , , ,2025-08-17 23:31:41,True,False,False
2025-08-18,FHMRO,FHMRO,2025/08/18,11:58:33,CMA840,LFPGVHHH,390,-17,41 N,26.4,191.4,28.0,18608.5,83.160,0.136,0.5,0.2,10479.0,53959.0,54239.,54251.,0.0,0.,10533.,10536.0,0.,0.0,6037.,1.3,6035.0,1.1,0.0,0.0,0.,0.0,12214.0,12072.,1.2,0.03966,0.0402,-1.3,0.828,258,484.,541.,0.006,0.004,0,2162841., , , , ,2025-08-18 11:58:33,True,False,False
2025-08-18,FHMRO,FHMRO,2025/08/18,12:14:24,CMA840,LFPGVHHH,390,-17,41 N,26.1,189.9,28.0,18610.6,83.140,0.013,0.1,-0.2,10509.0,54113.0,54134.,54146.,0.0,0.,10513.,10515.0,0.,0.0,6025.,0.8,6022.0,0.7,0.0,0.0,0.,0.0,12137.0,12047.,0.7,0.03988,0.04008,-0.5,0.827,257,484.,542.,0.015,-0.015,0,2146348., , , , ,2025-08-18 12:14:24,True,False,False
2025-08-18,FHMRO,FHMRO,2025/08/18,12:35:43,CMA840,LFPGVHHH,410,-20,41 N,25.6,187.9,28.0,18614.5,84.190,0.382,1.7,1.3,10087.0,57184.0,58162.,58177.,0.0,0.,10260.,10262.0,0.,0.0,5836.,1.6,5833.0,0.4,0.0,0.0,0.,0.0,11788.0,11669.,1.0,0.04098,0.04192,-2.2,0.832,247,483.,535.,-0.011,-0.003,0,2338243., , , , ,2025-08-18 12:35:43,True,False,False
2025-08-18,FHMRO,FHMRO,2025/08/18,12:43:56,CMA840,LFPGVHHH,410,-21,41 N,25.5,187.2,28.0,18614.5,84.150,0.168,0.8,0.4,10203.0,57843.0,58270.,58284.,0.0,0.,10279.,10281.0,0.,0.0,5839.,1.6,5836.0,1.0,0.0,0.0,0.,0.0,11827.0,11675.,1.3,0.04081,0.0415,-1.7,0.832,247,483.,537.,0.003,0.004,0,2328998., , , , ,2025-08-18 12:43:56,True,False,False
2025-08-18,FHMRO,FHMRO,2025/08/18,12:46:56,CMA840,LFPGVHHH,410,-21,41 N,25.4,186.9,28.0,18614.5,84.150,0.087,0.4,0.0,10228.0,57979.0,58197.,58211.,0.0,0.,10266.,10268.0,0.,0.0,5834.,1.1,5832.0,0.7,0.0,0.0,0.,0.0,11772.0,11666.,0.9,0.04101,0.04141,-0.9,0.832,247,483.,538.,0.006,0.022,0,2325658., , , , ,2025-08-18 12:46:56,True,False,False
2025-08-18,FHMRO,FHMRO,2025/08/18,13:20:53,CMA840,LFPGVHHH,410,-17,41 N,24.8,183.9,28.0,18609.7,84.750,0.376,1.7,1.2,10061.0,57034.0,57987.,58002.,0.0,0.,10229.,10232.0,0.,0.0,5866.,1.2,5864.0,1.2,0.0,0.0,0.,0.0,11871.0,11730.,1.2,0.04091,0.04191,-2.4,0.83,247,486.,550.,0.006,-0.041,0,2287532., , , , ,2025-08-18 13:20:53,True,False,False
2025-08-18,FHMRO,FHMRO,2025/08/18,13:27:10,CMA840,LFPGVHHH,410,-17,41 N,24.7,183.3,28.0,18613.5,84.730,-0.083,-0.4,-0.6,10264.0,58186.0,57966.,57980.,0.0,0.,10225.,10228.0,0.,0.0,5862.,1.6,5859.0,0.7,0.0,0.0,0.,0.0,11854.0,11721.,1.1,0.04096,0.04116,-0.5,0.83,247,486.,557.,0.027,0.005,0,2280330., , , , ,2025-08-18 13:27:10,True,False,False
2025-08-19,FHMRO,FHMRO,2025/08/19,06:37:18,CMA841,VHHHUBBB,340,-5,40 N,19.7,256.5,24.0,18619.8,85.630,-0.281,-1.2,-1.4,13942.0,56505.0,55811.,55814.,0.0,0.,13770.,13771.0,0.,0.0,8023.,1.9,8022.0,1.4,0.0,0.0,0.,0.0,16305.0,16045.,1.6,0.03056,0.03063,-0.2,0.834,291,498.,451.,-0.007,-0.003,0,2296615., , , , ,2025-08-19 06:37:18,True,False,False
2025-08-19,FHMRO,FHMRO,2025/08/19,13:53:20,CMA841,XXXXLFPG,340,-16,48 N,29.1,257.0,23.0,18616.8,84.460,0.688,3.1,2.6,13742.0,55697.0,57432.,57435.,0.0,0.,14170.,14171.0,0.,0.0,8056.,1.5,8055.0,1.0,0.0,0.0,0.,0.0,16313.0,16111.,1.3,0.0301,0.03126,-3.7,0.84,294,491.,498.,-0.01,-0.002,0,2302287., , , , ,2025-08-19 13:53:20,True,False,False
2025-08-19,FHMRO,FHMRO,2025/08/19,13:57:57,CMA841,XXXXLFPG,340,-16,48 N,29.1,256.5,23.0,18619.5,84.240,0.471,2.1,1.7,13687.0,55474.0,56662.,56665.,0.0,0.,13980.,13981.0,0.,0.0,7966.,1.5,7965.0,1.0,0.0,0.0,0.,0.0,16133.0,15931.,1.3,0.03047,0.03138,-2.9,0.84,294,492.,496.,-0.012,-0.001,0,2297262., , , , ,2025-08-19 13:57:57,True,False,False
2025-08-20,FHMRO,FHMRO,2025/08/20,11:06:55,CMA852,LFPGVHHH,370,-27,47 N,33.0,216.5,28.0,18615.2,82.035,-0.027,-0.1,-0.3,11841.0,55383.0,55312.,55338.,0.0,0.,11825.,11831.0,0.,0.0,6597.,1.4,6598.0,0.9,0.0,0.0,0.,0.0,13346.0,13195.,1.1,0.03576,0.03604,-0.8,0.832,271,477.,473.,0.023,0.010,0,2226926., , , , ,2025-08-20 11:06:55,True,False,False
2025-08-20,FHMRO,FHMRO,2025/08/20,15:04:16,CMA852,LFPGVHHH,390,-16,41 N,28.6,193.4,28.0,18621.2,83.400,-0.021,-0.1,-0.4,10595.0,54556.0,54506.,54518.,0.0,0.,10585.,10588.0,0.,0.0,6078.,1.1,6076.0,0.8,0.0,0.0,0.,0.0,12270.0,12153.,1.0,0.03962,0.03986,-0.6,0.83,258,486.,536.,0.009,0.027,0,2185699., , , , ,2025-08-20 15:04:16,True,False,False
2025-08-20,FHMRO,FHMRO,2025/08/20,19:05:16,CMA852,LFPGVHHH,411,-23,34 N,27.0,172.3,24.0,18620.9,82.350,-0.069,-0.3,-0.5,9629.0,54845.0,54691.,54705.,0.0,0.,9602.,9604.0,0.,0.0,5452.,1.0,5449.0,0.7,0.0,0.0,0.,0.0,10994.0,10901.,0.9,0.04367,0.0438,-0.3,0.831,247,480.,488.,0.018,0.007,0,2153202., , , , ,2025-08-20 19:05:16,True,False,False
2025-08-21,FHMRO,FHMRO,2025/08/21,08:23:16,CMA853,VHHHUBBB,340,-2,40 N,21.4,258.1,23.0,18622.6,86.850,0.048,0.2,-0.1,14164.0,57411.0,57530.,57530.,0.0,0.,14194.,14194.0,0.,0.0,8298.,2.5,8298.0,1.5,0.0,0.0,0.,0.0,16929.0,16596.,2.0,0.02958,0.03015,-1.9,0.833,291,501.,463.,0.006,-0.014,0,2311100., , , , ,2025-08-21 08:23:16,True,False,False
2025-08-21,FHMRO,FHMRO,2025/08/21,08:28:29,CMA853,VHHHUBBB,340,-2,40 N,21.3,257.4,24.0,18622.6,86.820,0.031,0.1,-0.1,14177.0,57457.0,57535.,57535.,0.0,0.,14196.,14196.0,0.,0.0,8296.,2.1,8296.0,1.5,0.0,0.0,0.,0.0,16895.0,16591.,1.8,0.02963,0.03013,-1.7,0.833,291,501.,459.,0.009,-0.003,0,2305178., , , , ,2025-08-21 08:28:29,True,False,False
2025-08-21,FHMRO,FHMRO,2025/08/21,08:37:19,CMA853,VHHHUBBB,340,-3,40 N,21.3,256.3,23.0,18622.6,86.325,-0.108,-0.5,-0.7,13982.0,56670.0,56417.,56393.,0.0,0.,13920.,13914.0,0.,0.0,8144.,2.1,8141.0,1.6,0.0,0.0,0.,0.0,16578.0,16284.,1.8,0.03018,0.03052,-1.1,0.833,291,500.,458.,0.0,-0.002,0,2295230., , , , ,2025-08-21 08:37:19,True,False,False
2025-08-21,FHMRO,FHMRO,2025/08/21,08:40:19,CMA853,VHHHUBBB,340,-2,40 N,21.3,255.9,24.0,18622.6,86.220,-0.078,-0.3,-0.6,13892.0,56304.0,56113.,56113.,0.0,0.,13845.,13845.0,0.,0.0,8106.,1.7,8106.0,1.4,0.0,0.0,0.,0.0,16469.0,16211.,1.6,0.03039,0.03069,-1.0,0.833,291,500.,457.,-0.005,0.010,0,2291871., , , , ,2025-08-21 08:40:19,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,10:40:16,CMA846,LFPGVHHH,390,-18,42 N,28.0,198.7,28.0,18616.5,83.870,0.125,0.6,0.2,10830.0,55765.0,56079.,56088.,0.0,0.,10891.,10892.0,0.,0.0,6210.,1.9,6208.0,1.0,0.0,0.0,0.,0.0,12602.0,12418.,1.5,0.03839,0.03904,-1.7,0.828,258,484.,553.,0.012,-0.012,0,2246063., , , , ,2025-08-22 10:40:16,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,10:43:16,CMA846,LFPGVHHH,390,-17,42 N,27.9,198.4,28.0,18617.4,83.860,0.221,1.0,0.6,10752.0,55361.0,55894.,55903.,0.0,0.,10855.,10857.0,0.,0.0,6201.,1.5,6199.0,1.6,0.0,0.0,0.,0.0,12592.0,12400.,1.6,0.03849,0.03932,-2.1,0.829,258,485.,555.,0.005,0.014,0,2242679., , , , ,2025-08-22 10:43:16,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,10:46:16,CMA846,LFPGVHHH,390,-17,42 N,27.8,198.1,28.0,18616.1,83.650,0.124,0.5,0.1,10665.0,54919.0,55176.,55184.,0.0,0.,10715.,10717.0,0.,0.0,6141.,1.4,6139.0,1.0,0.0,0.0,0.,0.0,12427.0,12280.,1.2,0.03909,0.03961,-1.3,0.83,258,486.,555.,-0.002,-0.006,0,2239560., , , , ,2025-08-22 10:46:16,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,10:49:16,CMA846,LFPGVHHH,390,-16,42 N,27.8,197.8,28.0,18616.1,83.640,0.045,0.2,-0.1,10674.0,54965.0,55055.,55064.,0.0,0.,10692.,10693.0,0.,0.0,6133.,1.3,6131.0,1.2,0.0,0.0,0.,0.0,12418.0,12264.,1.3,0.03914,0.03958,-1.1,0.83,258,486.,555.,0.0,-0.018,0,2236355., , , , ,2025-08-22 10:49:16,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,11:18:26,CMA846,LFPGVHHH,390,-15,42 N,27.0,195.1,28.0,18615.0,83.480,0.162,0.6,0.3,10492.0,54025.0,54362.,54370.,0.0,0.,10557.,10559.0,0.,0.0,6074.,1.4,6072.0,0.9,0.0,0.0,0.,0.0,12284.0,12146.,1.1,0.0396,0.04016,-1.4,0.829,258,486.,566.,-0.007,0.004,0,2204942., , , , ,2025-08-22 11:18:26,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,11:21:26,CMA846,LFPGVHHH,390,-15,42 N,26.9,194.8,28.0,18615.0,83.695,0.284,1.1,0.7,10522.0,54180.0,54763.,54793.,0.0,0.,10635.,10641.0,0.,0.0,6112.,1.5,6113.0,1.2,0.0,0.0,0.,0.0,12393.0,12225.,1.4,0.03922,0.04004,-2.0,0.828,258,486.,566.,-0.002,-0.023,0,2201765., , , , ,2025-08-22 11:21:26,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,11:33:50,CMA846,LFPGVHHH,390,-15,41 N,26.6,193.7,28.0,18619.0,83.580,-0.036,-0.1,-0.4,10618.0,54675.0,54597.,54605.,0.0,0.,10603.,10604.0,0.,0.0,6091.,1.1,6090.0,0.9,0.0,0.0,0.,0.0,12301.0,12181.,1.0,0.0395,0.03972,-0.6,0.828,258,486.,566.,0.01,-0.003,0,2188894., , , , ,2025-08-22 11:33:50,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,11:59:46,CMA846,LFPGVHHH,410,-21,41 N,26.1,191.2,28.0,18622.9,84.650,0.371,1.6,1.2,10325.0,58534.0,59485.,59495.,0.0,0.,10493.,10495.0,0.,0.0,5943.,1.3,5941.0,0.8,0.0,0.0,0.,0.0,12009.0,11884.,1.1,0.04011,0.04102,-2.2,0.83,247,482.,570.,0.0,-0.059,0,2378328., , , , ,2025-08-22 11:59:46,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,12:05:06,CMA846,LFPGVHHH,410,-21,41 N,26.0,190.7,28.0,18617.9,84.990,0.478,2.1,1.7,10411.0,59019.0,60275.,60285.,0.0,0.,10633.,10634.0,0.,0.0,6017.,0.8,6016.0,0.3,0.0,0.0,0.,0.0,12101.0,12033.,0.6,0.03978,0.04067,-2.2,0.829,246,481.,564.,0.009,0.026,0,2372535., , , , ,2025-08-22 12:05:06,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,12:10:29,CMA846,LFPGVHHH,410,-20,41 N,25.9,190.2,28.0,18617.3,84.860,0.264,1.2,0.8,10439.0,59178.0,59866.,59875.,0.0,0.,10560.,10562.0,0.,0.0,5985.,1.4,5983.0,0.3,0.0,0.0,0.,0.0,12067.0,11968.,0.8,0.03995,0.04059,-1.6,0.83,247,482.,568.,0.014,-0.020,2,2366327., , , , ,2025-08-22 12:10:29,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,12:13:29,CMA846,LFPGVHHH,410,-20,41 N,25.9,190.0,28.0,18617.3,84.520,0.276,1.2,0.8,10261.0,58171.0,58879.,58888.,0.0,0.,10386.,10388.0,0.,0.0,5905.,1.1,5903.0,1.1,0.0,0.0,0.,0.0,11934.0,11808.,1.1,0.04051,0.04127,-1.9,0.832,247,483.,570.,-0.004,0.009,0,2362798., , , , ,2025-08-22 12:13:29,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,12:16:29,CMA846,LFPGVHHH,410,-20,41 N,25.8,189.7,28.0,18617.3,84.560,0.133,0.6,0.2,10339.0,58611.0,58948.,58957.,0.0,0.,10398.,10400.0,0.,0.0,5908.,1.0,5907.0,1.0,0.0,0.0,0.,0.0,11934.0,11815.,1.0,0.04047,0.04097,-1.2,0.831,247,483.,570.,0.006,-0.016,0,2359408., , , , ,2025-08-22 12:16:29,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,12:29:15,CMA846,LFPGVHHH,410,-20,41 N,25.5,188.5,28.0,18616.2,84.660,0.372,1.6,1.2,10269.0,58209.0,59162.,59172.,0.0,0.,10437.,10438.0,0.,0.0,5927.,1.8,5925.0,1.3,0.0,0.0,0.,0.0,12033.0,11852.,1.5,0.0401,0.0412,-2.7,0.83,247,482.,568.,0.005,0.034,0,2345116., , , , ,2025-08-22 12:29:15,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,12:32:15,CMA846,LFPGVHHH,410,-20,41 N,25.5,188.3,28.0,18616.2,84.680,0.317,1.4,1.0,10308.0,58433.0,59244.,59253.,0.0,0.,10451.,10453.0,0.,0.0,5933.,1.1,5932.0,1.1,0.0,0.0,0.,0.0,11998.0,11865.,1.1,0.04021,0.04105,-2.1,0.83,247,482.,569.,0.01,0.023,2,2341710., , , , ,2025-08-22 12:32:15,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,12:35:15,CMA846,LFPGVHHH,410,-20,41 N,25.4,188.0,28.0,18616.2,84.540,0.069,0.3,-0.0,10355.0,58700.0,58875.,58884.,0.0,0.,10386.,10387.0,0.,0.0,5903.,1.5,5901.0,0.3,0.0,0.0,0.,0.0,11913.0,11804.,0.9,0.04054,0.04091,-0.9,0.831,247,483.,571.,0.015,-0.032,0,2338397., , , , ,2025-08-22 12:35:15,True,False,False
2025-08-22,FHMRO,FHMRO,2025/08/22,13:35:36,CMA846,LFPGVHHH,410,-21,41 N,24.4,182.7,24.0,18622.4,83.320,0.226,1.1,0.7,9814.0,55634.0,56215.,56224.,0.0,0.,9917.,9918.0,0.,0.0,5644.,1.5,5643.0,0.7,0.0,0.0,0.,0.0,11412.0,11287.,1.1,0.04228,0.04303,-1.7,0.832,247,482.,561.,-0.014,0.008,0,2272118., , , , ,2025-08-22 13:35:36,True,False,False
2025-08-23,FHMRO,FHMRO,2025/08/23,02:37:46,CMA847,VHHHUBBB,321,0,38 N,23.8,286.4,28.0,18614.5,86.540,-0.14,-0.6,-0.8,15146.0,56172.0,55831.,55831.,0.0,0.,15055.,15055.0,0.,0.0,8853.,1.8,8853.0,2.2,0.0,0.0,0.,0.0,18059.0,17706.,2.0,0.02789,0.02821,-1.2,0.834,304,504.,427.,-0.022,0.003,2,2346584., , , , ,2025-08-23 02:37:46,True,False,False
2025-08-23,FHMRO,FHMRO,2025/08/23,22:10:10,CMA576,LFPGVHHH,370,-12,42 N,32.3,217.2,24.0,18612.1,84.540,0.142,0.6,0.3,11813.0,55249.0,55565.,55569.,0.0,0.,11880.,11881.0,0.,0.0,6889.,1.4,6888.0,0.6,0.0,0.0,0.,0.0,13919.0,13778.,1.0,0.03557,0.03603,-1.3,0.839,274,495.,566.,0.002,0.020,0,2229533., , , , ,2025-08-23 22:10:10,True,False,False
2025-08-23,FHMRO,FHMRO,2025/08/23,23:21:13,CMA576,LFPGVHHH,390,-16,41 N,30.5,209.9,28.0,18617.3,85.355,0.112,0.5,0.4,11384.0,58615.0,58912.,58886.,0.0,0.,11441.,11436.0,0.,0.0,6572.,1.3,6569.0,0.7,0.0,0.0,0.,0.0,13273.0,13140.,1.0,0.03667,0.03717,-1.4,0.83,259,487.,550.,0.013,0.028,0,2371821., , , , ,2025-08-23 23:21:13,True,False,False
